instance,text,category
882,Insisteren op een afspraak op kortere termijn,proactive
883,Jan zou er op moeten staan dat hij een afspraak krijgt over twee weken en duidelijk maken dat de arts dit heeft aangegeven. Net zo lang blijven wachten en aangeven dat de receptie dan maar contact met de arts moet maken en dat hun probleem nooit de jouwe kan worden.,proactive
884,Nadrukkelijk aangeven dat de arts gevraagd heeft om een afspraak over 2 weken te maken en daar ook aan vast houden. Evt. iets aanpassen qua tijd b.v. 2 1/2 week maximaal.,proactive
885,Aangeven dat de arts heeft gezegd een afspraak over twee weken te maken en dat er gezocht moet worden naar een mogelijkheid om dat te realiseren,proactive
886,Er op staan dat er toch over 2 weken een afspraak komt omdat ook de arts dit zo wil,proactive
887,"Afspraak over 14 dagen afdwingen. Zoniet, dan naar een andere arts gaan.",proactive
888,"Gewoon doorgaan met te werken aan je conditie,zodat die bij de eerst volgende afspraak nog meer verbeterd is.",passive
889,jan moet er op staan binnen om 14dagen een afspraak te maken,proactive
890,Uitleggen dat de dokter hem over 2 weken wilde zien en indien dat niet helpt de dokter zelf aan de telefoon vragen.,somewhat
891,Terug naar de arts en laat de arts die afspraak maken.,proactive
892,"Vragen naar de fysiotherapie, andere arts!!!",destructive
893,er aan laten herinneren dat het over 2 weken zou zijn,passive
894,De arts erbij halen en hem de noodzaak van die afspraak over 2 weken laten uitleggen. Anders afspraak bij andere arts.,proactive
895,over een maand plannen,passive
896,"Zeggen dat dit niet kan, en dat de dokter een extra afspraak uurtje voor Jan moet maken",somewhat
897,"tegen de receptioniste zeggen dat de arts heeft gezegd , mevrouw de arts zei dat ik over 14 dagen terug moest komen. misschien kunt u even contact zoeken met de arts?",proactive
898,afspraak boeken,passive
899,Bellen als er iemand uitvalt om toch binnen de twee weken bij de  arts tekomen.,somewhat
900,teruggaan naar arts,proactive
901,"Aangeven dat dit te lang duurt, en vragen om toch eerder ingepland te worden, of gelijk geholpen te worden ipv afwachten.",passive
902,"Vertellen wat de arts tegen hem gezegd heeft en aangeven dat hij verwacht dat als de arts zegt dat hij over twee weken terug moet komen, dat dat mogelijk is. Als dat niet zou kunnen zou ik contact opnemen met de arts om tot een oplossing te komen.",proactive
903,aangeven dat de arts anders had afgesproken,passive
904,Verwijzen naar het advies van de arts. Receptie dient contact op te nemen met arts. Alvast een afspraak inplannen voor over een maand en verzoek indienen dat als er iemand uitvalt hem te informeren.,proactive
905,dat de arts hem gevraagd heeft om over 2 weken terug te komen en dat hij daarop staat.,proactive
906,"Aangeven dat de arts specifiek over 2 weken Jan terug wil zien, dus dan de afspraak.",passive
907,blijven conditie oefenen over een maand terug komen.,passive
908,Standpunt van 2 weken aanhouden,proactive
909,tegen de receptionist zeggen dat hij over 2 weken terug moet komen van de arts en vragen aan de receptionist om ter plekke te overleggen met de arts als het niet mogelijk is om over 2 weken een afspraak te maken.,proactive
910,Kontakt laten opnemen met de arts om na te gaan of  1 maand akkoord is.,proactive
911,de arts zelf bellen,somewhat
912,"Contact opnemen met de arts, want die wil hem eerder zien.",proactive
913,Benadrukken wat de arts van Jan vroeg en eventueel de betreffende arts erbij halen.,proactive
914,Ik zou zeggen dat de dokter heeft gezegd dat het over 2 weken moest en ik zou net zo lang wachten totdat er een oplossing gevonden is.,proactive
915,opnieuw met de arts praten,proactive
916,"Eisen dat het over twee weken kan, evt de dokter er bij halen.",proactive
917,Doorvragen of geen mogelijkheid is dat de afspraak eerder gepland kan worden aangezien de arts juist heeft verzocht om over 2 weken terug te komen,passive
918,in 1e instantie aandringen op een afspraak over 2 weken. Als dit echt niet mogelijk blijkt dan tijdens het telefonisch spreekuur bespreken met de arts  hoe het met de conditie is.,somewhat
919,"Volhouden ,een afspraak voor over 2 weken.",proactive
920,gewoon een afspraak maken wanneer het kan en als zijn condite in die tussentijd niet verbetert of verergert gewoon zijn arts weer bellen voor een afspraak,passive
921,wachten mogelijk eerder door afzegging,somewhat
922,receptie aangeven afspraak binnen 2 weken maken afspraak met arts moet aan houden,proactive
923,zeggen dat de dokter heb echt binnen 2 weken wilt zien,passive
924,"Afhankelijk van de gezondheidsklachten (ernstig of niet erntstig) gewoon over een maand terugkomen, indien ernstige klachten dan zou ik de betreffende arts erbij roepen",passive
925,Gewoon de afspraak over een maand maken en als het zo ver is kijken of het nog wel nodig is (eventueel afbellen).,passive
926,afspraak maken en indien eerder hulp nodig gewoon teruggaan,passive
927,GEwoon gaan,proactive
928,"Teruggaan naar de arts en zeggen dat de eerstvolgende mogelijkheid voor een afspraak pas over een maand kan plaats vinden. Als de arts een afspraak belangrijk genoeg vind, dan maakt hij ruimte voor Jan in zijn agenda.",proactive
929,1. teruggaan naar arts en vragen om op andere wijze na 2 wk gegevens door te geven (uitgaande ervan dat arts een serieus advies over conditie had gegeven)  2. bij receptie aan arts laten vragen waarom terugkomst na 2 wk gewenst werd terwijl receptie geen passende afspraak kon maken.  3. bezwaar maken bij receptie tegen hun werkwijze van afspraken maken die tegen arts ingaat  4. bij onvoldoende antwoord van receptie en arts: andere arts raadplegen,proactive
930,aandringen dat het moet van de arts,passive
931,de afspraak maken,passive
932,Wachten op de volgende afspraak  Heb ik zelf ondervonden,passive
933,aandringen dat het toch een afspraak binnen 2 week gemaakt wordt. Het lijkt me niet dat de afspraken voor 1 maand al vol zitten,proactive
934,"Het advies van de arts beleefd, doch dringend, proberen te regelen.",passive
935,Bij de receptie aangeven dat het antwoord niet in overeenstemming was met de opvattingen van de arts. Als dar niet helpt dan de arts aanspreken op de tegenstrijdigheid van hem en de receptie,proactive
936,"Even wat meer aandringen op toch een afspraak eerder. Lukt dit niet dan afwachten, conditie is geen levensbedreigend of ernstig iets.",passive
937,Toch proberen om over 2 weken een afspraak te maken dan maar de arts erbij te halen. Als het anders echt niet kan dan maar over een maand.,proactive
938,arts er bij vragen om duidelijkheid aan de receptie te verschaffen.,proactive
939,vertellen dat de dokter graag zou willen dat het over twee weken zal moeten,passive
940,Jan zou de receptioniste moeten aanspreken over hetgeen de arts heeft aangegeven. M.a.w. de Arts heeft gezegd dat Jan over twee weken terug MOET komen,passive
941,"De receptioniste vertellen van het verzoek van de dokter, als er dan nog niks anders mogelijk is de eerstvolgende mogelijkheid accepteren.",passive
942,Verwijzen naar wat de arts voorstelde en met hem te overleggen of het ook over een maand zou kunnen,proactive
943,De receptie meteen contact met de arts laten opnemen. Afhankelijk daarvan kan dan de vervolgafspraak worden gepland.,proactive
944,Dan moet jan zeggen dat de arts gezegd heeft dat hij over 2 weken terug moest komen en niet over een maand.,passive
945,Ik zou bij de receptie zeggen dat ik over twee weken terug moest komen en als het dan niet kan dan zou ik voor een maand later een afsrpaak maken.,passive
946,De receptie contact met de arts laten opnemen en alsnog een afspraak binnen twee weken laten regelen!!,proactive
947,Uitleggen dat de arts hem over twee weken terug wilde zien.,passive
948,wachten  tot hij aan de beurt is.,passive
949,zeggen dat de arts heeft gezegt dat hij over 2 weken terug moet komen,passive
950,Niet accepteren en druk uitoefenen de afspraak eerder te maken zoals de arts heeft gevraagd,proactive
951,"Jan moet aangeven wat de arts heeft gezegd, afhankelijk van jan zijn situatie moet hij druk zetten op de afspraak.",proactive
952,andere arts zoeken,destructive
953,"Aangeven dat de atrs hem over twee weken wil zien en niet over een maand, erop dringen.",proactive
954,"niet accepteren,advies arts opvolgen",proactive
955,receptie contact op laten nemen met de arts,proactive
956,een afspraken proberen  te maken voor alsnog over 2 weken.,proactive
957,de dokter zelf bellen,somewhat
958,"Aangeven bij de receptie dat hij van de arts over twee weken terug moet komen en niet over een maand. Als er geen plek wordt gemaakt voor hem de arts bellen zodat hij de noodzaak ervan aan kan geven. Als er echt geen mogelijkheid is om eerder te komen zou ik kijken of ik ergens anders terecht kan, eventueel in Belgi‰.",proactive
959,Aangeven dat de dokter heeft gezegd dat er een afspraak moet komen binnen twee weken. Eventueel dokter erbij halen.,proactive
960,De receptie duidelijk maken dat de arts hem expliciet had gezegd om over twee weken terug te komen. Desnoods de receptie met de arts laten overleggen.,proactive
961,"Een afspraak afdwingen bij de receptie ,omdat de behandelend arts aangeeft max twee weken, anders gelijk de arts raad plegen",proactive
962,AANGEVEN DAT HET BINNEN VEERTIENDAGEN MOET IN OPDRACHT VAN ZIJN OF HAAR BAAS.,passive
963,De receptie wijzen op de afspraak met de arts.,passive
964,"meteen aangeven bij de receptie, en wanneer de klachten na twee weken niet verbeterd is terugbellen. wanneer er dan een probleem is, uitleggen wat het advies was. bij erge klachten naar het ziekenhuis",passive
965,Aan de assistente vragen om even te overleggen met de arts of het verantwoord is om de vervolgafspraak zo lang uit te stellen.,proactive
966,Hij moet bij de receptie aangeven dat de arts hem zelf verzocht over 14 dagen terug te komen en er op staan dat ze dat navragen.Eventueel kan hij via social media zelf contact opnemen met de arts en de situatie uitleggen.,somewhat
967,"De afspraak die openstaat boeken, en dit bij de desbetreffende arts melden.",passive
968,Zeker proberen om de afspraak toch op een eerder tijdstip te laten plaats vinden.,proactive
969,Zeggen dat de arts zei dat hij over twee weken terug moest komen.,passive
970,ik maak wel een nieuwe afspraak,passive
971,Er op staan dat de afspraak met de arts over twee plaats moet hebben.,proactive
972,"De dokter zegt 2 weken, ze regelen het maar! Hier zal de receptie beter moeten plannen!",proactive
973,"In eerste instantie aangeven dat de arts heeft aangegeven dat hij in overleg met de arts echt over twee weken een vervolgafspraak moet maken. Eventueel kan hij vragen of de dokter er nog even bij komt om te zien wat hij nog kan betekenen of dat hij misschien toch op een ander moment kan terugkomen. Afhankelijk van wat Jan heeft, hoe ernstig het is, kan hij of een later moment afspreken ofwel kan er toch een gaatje voor hem gemaakt/gevonden worden.",proactive
974,Eissen om een eerdere afspraak of de arts zelf te spreken krijgen.,proactive
975,De receptioniste kontakt laten maken met de arts en dit aan hem voorleggen.,proactive
976,Als het erg dringend is zou Jan er op moeten staan een afspraak te krijgen,proactive
977,"De arts heeft gezegd over twee weken, dus Jan moet er op staan dat dit gebeurt.",proactive
978,ik zou de persoon op een tijd stip neerzetten bijvoorbeeld om 6 uur als je eigenlijk om 6 uur naar huis gaat.,somewhat
979,Moeten zeggen: 'Dat de arts hem over twee weken wil terugzien en niet over een maand.,passive
980,Over twee  weken terug komen bij een andere arts,destructive
981,Niet mee eens zijn en zeggen dat de arts zelf wilde dat hij binnen 2 weken terug moets komen.,passive
982,Vertellen aan de receptie wat de arts gezegd heeft en als dat nog niet helpt dan de arts inlichten,proactive
983,"Vragen of er echt geen mogelijkheid is voor een eerdere afspraak, en aangeven dat de arts hem heeft gevraagd over 2 weken terug te komen.",passive
984,Niet accepteren en eisen dat er gewoon over 2 weken een afspraak moet komen,proactive
985,jan moet nogmaals vertellen wat de arts heeft gezegd.helpt dat niet dan moet de assistent maar contact opnemen met de arts,proactive
986,zeggen dat de arts gezegd had dat hij over twee weken terug most komen,passive
987,De assistente attenderen dat de arts nadrukkelijk verzocht heeft zich te melden. Wanneer daar nog geen goed resultaat geeft op het spreekuur afspreken !! dan zie je de dokter sowieso de volgende dag....,proactive
988,Aandringen op een afspraak over 2 weken conform afspraak met de arts,proactive
989,over.een.maand.maar.terug.komen,passive
990,"gewoon de afspraak maken,kan altijd voorkomen dat de arts iets te enthousiast is geweest",passive
991,Een klacht indienen.,proactive
992,De receptie verzoekenn conntact op te nemen met de arts enn wel onmiddelijk.,proactive
993,De receptie uitleggen wat de dokter zei en hoe belangrijk het is voor hem.  Er is altijd een oplossing.,passive
994,vragen of het niet eerder kan,passive
995,Er op aandringen dat de afspraak toch over 2 weken plaats vindt,proactive
996,"Er op staan dat de dokter gezegd heeft,dat hij over twee weken terug moet komen en dat hij dan ook verwacht dat de afspraak binnen die tijd gemaakt moet worden!",proactive
997,Aandringen en verwijzen naar de arts,proactive
998,Vertel de receptionist(e) dat het volgens de dokter over 2 weken moet. Vaak is er toch wel een mogelijkheid als je een beetje aandringt,proactive
999,"proberen door te drammen om over 2 weken, als dit niet lukt:de afspraak maken over een maand. beter later dan niet en het is eigen belang om te weten hoe de conditie is. wel zou ik een klacht in dienen dat de tijd zo lang duurt.",proactive
1000,De receptioniste moet even ruggespraak houden met de arts of het geen probleem is dat Jan over een maand op controle kan komen. Het zal waarschijnlijk geen probleem zijn.,proactive
1001,de receptie erop wijzen dat de afspraak binnen 2 weken MOET plaatsvinden.,proactive
1002,zeggen dat hij de afspraak eerder moet hebben,passive
1003,"Zich zelf afvragen of het al verbeterd is, zo ja, dan kan de afspraak later. Zo nee, aangeven dat hij echt nu een afspraal moet hebben. Desnoods overlegd de receptie met de arts.",passive
1004,Hij moet zeggen dat de arts hem heeft gezegd over 2 weken terug te komen. Als de receptioniste dan zegt dat dat helaas niet mogelijk is. Zou ik hem aanraden om te zeggen dat hij dan nog even met de arst wil praten over wat hij dan moet doen (in verband met zijn conditie).,proactive
1005,Naar een andere dokter gaan voor een afspraak,destructive
1006,"Ik zou toch Jan  advieseren, dat hij moet  proberen afspraak te maken over 2 weken, gesprek aangaan met de receptie .",proactive
1007,de dokter toch maar eens vragen waarom hij dan zonodig over twee weken een afspraak moetst maken,proactive
1008,afspraak over een maand maken,passive
1009,even wacten of neemt zijn eigen beslissin.,passive
1010,er op staan dat hij een afspraak krijgt voor over twee weken,proactive
1011,Even opnieuw contact opnemen met de arts. Hem duidelijk maken dat de aan hem gestelde geen gehoor kan worden gegeven.,somewhat
1012,Melden dat de arts hem eerder terug wil zien.,passive
1013,"Indien het ernstig is zou ik Jan aanraden een afspraak met een andere arts te maken, omdat deze arts de ernst van de situatie niet inziet.",destructive
1014,Duidelijk maken dat de arts heeft gezegd dat de afspraak over twee weken moet zijn. Als dat niet helpt eventueel contact opnemen met de arts zelf om dit te bespreken.,somewhat
1015,Zeggen dat hij van de arts over twee weken terug moet komen.,passive
1016,"Als ik Jan was, zou ik nog een keer met de arts praten.",proactive
1017,Aangeven dat hij van de dokter over twee weken terug moet komen en er dus wel een afspraak gemaakt moeten worden,proactive
1018,kijken of hij bij een andere dokter eerder terecht kan.,destructive
1019,vertellen wat de arts wil en verzoeken een gaatje te zoeken waardoor hij toch rond de twee weken zou zitten.niet zich met een kluitje het riet in laten sturen,proactive
1020,gewoon over twee weken gaan.,proactive
1021,Dat hangt af van de kwaal. Als Jan in schat dat door het langere wachten het snel erger kan worden kan hij aandringen op een afspraak of een andere arts zoeken. Anders kan hij gewoon wachten.,passive
1022,een klacht indienen bij de arts,proactive
1023,"Terugkoppelen naar de betreffende arts.  Als Jan  opnieuw nul op het request zou krijgen (dus al- leen bij de mogelijkheid van een afspraak over een maand terecht zou kunnen), een second opinion aanvragen bij een andere arts/ziekenhuis     Dit voorbeeld is mijzelf overkomen!",proactive
1024,Benadrukken dat de arts hem over 2 weken wil zien en geen genoegen nemen met een langere termijn.,proactive
1025,"Bij de receptie aangeven dat de dokter hem binnen twee weken wilde zien en aandringen om te kijken of er toch niet ergens een gaatje in de agenda te vinden is.   Als de wachttijd bij de dokter echt veel te lang is waardoor de kwaliteit van de zorg in twijfel kan worden getrokken, dan zou ik het ook melden bij mijn zorgverzekeraar.",passive
1026,"Vertellen dat de arts hem had verteld dat hij over 2 weken moest terug komen. Of er moet plaats gemaakt worden in de agenda, of een andere arts zal de afspraak moeten overnemen.",proactive
1027,receptie contact laten opnemen met arts,proactive
1028,"Receptie contact op laten nemen met de arts voor het maken van afspraak, dus probleem bij receptie laten.",proactive
1030,Eerst de situatie aan de receptionist(e) uitleggen en (samen) kijken of er misschien pati‰nten zijn die hun afspraak hebben geannuleerd. Mocht dat niet helpen naar een andere arts. Als ook dat niet helpt naar een pati‰nten-organisatie stappen.,somewhat
1031,Jan die zou zeggen dat ze hem er dan binnen de gestelde termijn er tussen door moeten schuiven,somewhat
1032,Bij de receptie zeggen dat de arts hem over 2 weken wil zien en dat ze dan maar contact met de arts opnemen en staan op een afspraak over 2 weken.,proactive
1033,Aandringen op een eerdere afspraak. Wanneer dat niet kan weer terug naar de dokter. Als je er niet uitkomt een andere dokter zoeken.,proactive
1034,Zeggen dat hij met de arts een andere termijn had afgesproken en dat de assistent dat maar met de arts moet overleggen.,proactive
1035,"De receptie erop wijzen dat zij contact moet opnemen met de arts, omdat deze de termijn voorgeschreven heeft.",proactive
1036,Er op aan dringen om een eerdere afspraak te kunnen maken,proactive
1037,Vragen of die ze altijd kan bereiken via de telefoon om toch een afspraak te maken als die pijn heeft en anders voor controle na een maand als het goed gaat.,passive
1038,Jan zou voet bij stuk moeten houden dat hij echt over twee weken een afspraak nodig heeft. Dat de dokter hem dit zelf heeft geadviseerd en gewoon aandringen dat hij er maar tussendoor gepland moet worden.,proactive
1039,zeggen dat de arts hem over twee weken terug wil zien,passive
1040,Bij het afsprakenburo eisen dat deze afspraak van de arts doorgang moest vinden.,passive
1041,Zeggen dat de arts hem vroeg over twee weken terug te komen,passive
1042,Klacht indienen bij de receptie,proactive
1043,Direct contact laten opnemen door deassistente met de arts..,proactive
1044,wachten,passive
1045,"Bezwaar maken bij de receptie, en zeggen dat dit geen stijl is, als een afspraak verzet moet worden dient dit te worden doorgegeven.",proactive
1046,aangeven dat de arts hem over 2 weken wil zien,passive
1047,Jan moet toch proberen de termijn van 2 weken te bereiken en indien dit echt niet lukt accepteren dat de afspraak dan over 4 weken is. Het gaat over zijn conditie dus 2 weken later afspreken is geen probleem.,passive
1048,Uitleg vragen,passive
1049,Jan moet nog eens duidelijk maken dat hij over 2 weken terug moet komen van de arts en er op staan dat deze termijn ongeveer gehanteerd wordt.,proactive
1050,afspraak over een maand maken,passive
1051,vragen voor toch een afspraak binnen 2 weken omdat de arts dat heeft gevraagd,proactive
1052,Met 2 week bellen voor een afspraak,somewhat
1053,"De arts erbij laten halen, die heeft immers de twee wekentermijn geoppertd",proactive
1054,De receptie de betreffende arts te laten bellen.,proactive
1055,Jan zou zeggen dat hij over 2 weken terug moet komen en er op staan dat hij over 2 weken een afspraak kan maken.,proactive
1056,wijzen op het verzoek van de arts het bezoek over 2 weken te hebben.,passive
1057,niet mee akoord gaan en aangeven dat te lang duurt.,proactive
1058,overleggen en zeggen dat hij over 2 week een afspraak moet hebben en dat het maar ergens tussedoor moet,somewhat
1060,Duidelijk uitleggen aan de receptioniste dat er nadrukkelijk met de arts is afgesproken dat hij na 2 weken terug zou/moest komen.,passive
1061,Volhouden en er op staan dat de afspraak over twee weken wordt gemaakt.,proactive
1062,Er op staan dat hij binnen twee weken een afspraak kon maken,proactive
1063,Hij had moeten bellen voor een afspraak.,passive
1064,Toch vrage om de afspraak eerder te kunnen plannen,passive
1065,toch een afspraak plannen na twee weken.,proactive
1066,Naar de behandelend arts vragen,proactive
1067,de persoon aan de balie duidelijk maken dat de opdracht was: over 2 weken retour. Als dat niet kan deze persoon vragen met de arts terug te koppelen.(En daarbij persisteren!! en anders zelf de arts opnieuw te willen spreken.),proactive
1068,een nieuw arts nemen,destructive
1069,Een afspraak maken vor over een maand. Is niet anders,passive
1070,toch proberen met 2 weken terug te komen.,proactive
1071,ik zou de receptie erop moeten wijzen dat het om zijn gezondheid gaat en vragen om de arts persoonlijk te spreken.,proactive
1072,eisen dat hij een afspraak krijgt Anders een andere dokter zoeken,proactive
1073,Voet bij stuk houden en eisen dat de afspraak binnen twee weken gemaakt wordt.,proactive
1074,"Geen afspraak maken. Bij eerst volgende afspraak bij de arts, om welke reden dan ook, die arts confronteren met het voorgaande.",destructive
1075,Aan die persoon door geven dat de arts hem echt over twee weken wilt terug zien en proberen om toch eerder een afspraak maken,passive
1076,Aandringen op een afspraak over twee of drie weken!,proactive
1077,Een andere arts vragen,destructive
1078,Vasthouden aan de periode van 2 weken.,proactive
1079,de receptie er op wijzen dat de arts de nieuwe afspraak nodig acht. Als het niet kan dan een andere arts kiezen.,destructive
1080,"Toch voor elkaar proberen te krijgen eerder een afspraak te krijgen, omdat de arts dat heeft gezegd, er is vast nog wel ergens een gaatje te vinden in de agenda.  Als het echt niet lukt, dan maar over een maand, als het maar geen invloed heeft op z'n lichamelijke klachten.",somewhat
1081,"contact opnemen met de arts, hij heeft tenslotte gevraagd of hij over 2 weken terug wilde komen.",proactive
1082," Jan moet het advies van de dokter volgen, dus hij moet nu door  de assistent laten overleggen met de dokter wat voor hem noodzakelijk is.De dokter heeft de verantwoordelijkheid.",proactive
1083,gewoon over een maand gaan,passive
1084,"Afspraak maken bij een andere arts, of wachten",destructive
1085,"Er op staan om toch een afspraak te krijgen, en vragen of de arts er even bij wilt komen.",proactive
1086,Jan moet aangeven dat op verzoek van de arts hij ove twee weken op controle dient te komen. Indien niet mogelijk bij dezelfde arts dan vragen om een andere arts of om overleg te hebben met de dokter.,proactive
1087,"De receptionist er op wijzen, dat niet hij maar de arts bepaalt, wanneer hij zijn patient wil terugzien en er op aandringen om ruggespraak met de arts te houden, teneinde tot een vervolgafspraak te komen. Wanneer receptionist hiertoe niet bereid blijkt, dan toch de afspraak over meer dan een maand vastleggen, naar huis gaan en de arts telefonsch trachten te bereiken. In ieder geval wŠl doorgaan met conditieverbetering.",somewhat
1088,Zeggen dat dit niet terecht is en de arts had moeten kunnen zien dat hij er niet was. Gelijk een afspraak maken als de arts er wel is.,proactive
1089,kwaad worden,passive
1090,Het is natuurlijk erg uitzonderlijk dat zich er zoiets voor doet maar voor alsnog  zou ik Jan adviseren; Het er niet zomaar erbij te laten zitten. De receptioniste er op wijzen dat de dokter het belangrijk vindt om over twee week weer te kijken. In acht nemende dat hij zijn gezondheid belangrijk vindt. Het probleem bij hen neerleggen. Mocht dit niet lukken kun je altijd nog naar een andere huisarts gaan of naar de nationale ombudsman.,proactive
1091,Hier niet mee akkoord gaan.,proactive
1092,Niet gaan !!!!!,destructive
1093,terugkoppelen naar arts,proactive
1094,eerst aangeven dat de dokter had gezegd dat de afspraak over twee weken zou moeten vallen. als hij er niet doorkomt dan is het de zaak de dokter zelf te spreken te krijgen (per telefoon).,somewhat
1095,"Ligt eraan, als jan zelf ook het idee heeft dat die twee weken lang genoeg zijn moet hij eisen dat hij binnen die termijn terecht kan. Het is immers wat de dokter aangegeven heeft dus dan moet er gezorgd worden dat het kan. Als hij zelf van mening is dat langer dan een maand wachten voor zijn conditie als  voor zijn gemoedsrust geen probleem is kan hij ook de afspraak voor over een maand maken.",passive
1096,Erop staan dat hij binnen twee weken een afspraak heeft.,proactive
1097,"Aangeven wat het termijn van de arts was en een afspraak eisen, anders telefonisch overleg met arts.",somewhat
1098,proberen te regelen dat als het verslechtert hij het aan geeft van te voren zodat er een plek gemaakt kan worden voor dat het ernstig word.,somewhat
1099,de assistent vragen om het bij de arts na te vragen; het verhaal uitleggen en aangeven dat het belangrijk is dat er eerder een afspraak gemaakt wordt.,proactive
1100,Het gesprek met de arts citeren bij de receptie.,passive
1101,"Ik zou Jan adviseren hierover contact op te nemen met de arts van wie het advies kwam. Ik neem aan, dat de afspraak ook bij hem gemaakt moet worden.",somewhat
1102,terug naar de arts om te overleggen,proactive
1103,advies van de arts opvolgen er ervoor zorgen dat hij een afspraak krijgt over 2 weken,proactive
1104,Aangeven dat de arts heeft gevraagd om over twee weken terug te komen en om dit ook te regelen en desgewenst te schakelen met de betreffende arts.,passive
1105,Je hebt als je iets aan je condities wilt verbeteren  toch echt wel een maand nodig maar het ligt natuurlijk wel aan de situatie als Jan er geen probleem mee heeft zou ik het aanvaarden maar voelt hij zich er niet prettig bij dan zou ik het aankaarten dat de arts over twee weken gevraagd heeft en of dat zomaar terzijde gelegd kon worden en overleg van de assistente met de arts vragen,passive
1106,er op wijzen dat de arts heeft gevraagd over 2 weken terug te komen en er op aandringen dat alsnog een afspraak gemaakt wordt,proactive
1107,Dan zou ik een maand wachten en dan een afspraak maken tenzij de conditie van Jan erg verslechterd is. Bij twijfel zou ik naar het ziekenhuis gaan.,passive
1108,De afspraak maken en harder voor z'n conditie werken!,passive
1109,De assistente vragen om de huisarts te bellen om te vragen of dat verantwoord is.,proactive
1110,Jan zou moeten vragen aan de receptie of ze even willen kortsluiten (contact opnemen) met zijn behandelend arts wat de uiteindelijke bedoeling is. Ik zou als ik hem was er wel zelf bij blijven terwijl er contact wordt opgenomen met de arts.  Probleem zit bij de afstemming arts en receptie met hun agenda's volgens mij,proactive
1111,"Uitleggen waarom hij eerder een afspraak moet hebben. En verzoeken om hem in te delen,zo gauw er na twee weken een plek vrij komt.",somewhat
1112,Overleggen met de arts,proactive
1113,De afspraak maken en zelf beoordelen of hij zich beter voelt.,passive
1114,De huis arts weer inschakelen of het echt wat langer kan wachten en zo niet de huisarts door laten geven dat hij tussendoor moet,proactive
1115,"Aandringen om toch een eerdere afspraak te maken. Zo niet, dan naar een andere huisarts gaan.",proactive
1116,De receptionist duidelijk maken dat de arts had gevraagd om over twee weken terug te komen. Jan moet hem niet laten afschepen met: over een maand pas.,passive
1117,zeggen dat je dan de arts opnieuw wilt spreken om zodoende een eerder afspraak te verkrijgen.,proactive
1118,"De receptioniste duidelijk maken dat de arts het nodig vindt om binnen 2 weken terug te komen. Als dat niet helpt de arts opnieuw consulteren in hoeverre Jan een gezondheidsrisico loopt als het een maand wordt ipv twee weken. Als geen risico, dan akkoord. Als wel een risico, dan moet het als urgent geval tussendoor gepland kunnen worden. Desnoods bij een andere arts.",proactive
1119,eisen dat het over 14 dagen kan,proactive
1120,"Vragen om het met de arts te overleggen,omdat deze duidelijk heeft aangegeven,om over twee weken terug te komen, en dan nog even contact opnemen hoe het geregeld is.",proactive
1121,Niet mee akkoord gaan en aandringen op een afspraak,proactive
1122,Zeggen dat hij van de arts over 2 weken moet komen,passive
1123,vragen of er niet een andere mogelijk is bv andere arts.,proactive
1124,"Op zijn strepen gaan staan dat er een afspraak komt, eventueel de invloed van de arts gebruiken",proactive
1125,een afspraak maken,passive
1126,De arts gaf Jan het advies om over twee weken terug te komen. Jan moet er opstaan dat de receptie contact opneemt met de arts. De arts moet aangeven of het een probleem is dan Jan pas over een maand weer langskomt. De arts zal hierover advies moeten geven,proactive
1127," als hij vindt dat dit te lang is moet hij hier bij de receptie overpraten en uitleggen, wat er aan de hand is.",passive
1128,erop aandringen dat hij toch echt over twee weken door de arts gezien wil worden  en bij ongeloof of de assistente zelf even contact opneemt met de arts,proactive
1130,Ik zou Jan adviseren terug te gaan naar de arts met de vraag hoe serieus zijn voorstel was in het licht van de realiteit.,proactive
1131,Jan moet de receptioniste vragen de arts te contacteren omdat hij per s‚ een afspraak moet hebben over 2 weken en niet over 1 mnd,proactive
1132,Zeggen dat de arts een afspraak over twee weken wilde.Eventueel informeren bij de arts of een afspraak over een maand verantwoord is?,proactive
1133,op zijn strepen blijven staan en toch ervoor gaan om over 2 weken op vervolg afspraak te kunnen komen,proactive
1134,"eisen , dat hij er tussen gezet wordt. er valt altijd wel iemand uit",somewhat
1135,er op blijven staan dat de dokter gezegt heeft dat hij over 2 weken  terug moest komen en dat hij geen genoegen zou nemen  met langer dan een maand,proactive
1136,Vragen of er een plek vrijkomt en anders gewoon wachten.,somewhat
1137,"Hij moest terug gaan naar zijn arts om te vragen wat hij dan moest doen, of een maand niet te lang was.",proactive
1138,"Aan geven dat de arts had gezegd over 2 weken, en ze dan laten overleggen met de arts of het een probleem is dat het pas na een maand kan!",proactive
1139,Ik ga er in de situatieomschrijving van uit dat Jan niet meer bij de huisarts is. Als dat het geval is zal ik hem adviseren telefonisch contact met de arts te laten zoeken en die de situatie voor te leggen.   Als Jan nog wel bij de huisarts zou zijn dan zou ik hem adviseren de receptie met de arts contact op te laten nemen en de arts de dooslag te laten nemen wanneer Jan terug te laten komen.,somewhat
1140,Door de receptie bij de arts te vragen of een afspraak over een maand acceptabel is.,proactive
1141,aangeven dat hij echt over 2 weken terug moet komen; een afspraak afdwingen of op een reservelijst komen wanneer een afspraak wegvalt.,somewhat
1142,over een maand terugkomen,passive
